"ENTRY","PERIOD","ACCNO","NAME","DOCNO","INVNO","DEBORDER","ORDERNO","DEPREF","DATE","REF","AMOUNT","TAX","EXCODE","FAMOUNT","PAID"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040610","00045350","SPEEDP","","PC-76-22","15/08/2025","TANDOOR THE CLAY OVEN",-1264.61,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040610","00045536","SPEEDP","","PC-76-22","15/08/2025","TANDOOR THE CLAY OVEN",-1264.61,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040610","00045067","SPEEDP","","PC-76-22","15/08/2025","TANDOOR THE CLAY OVEN",-1765.18,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040610","00044883","SPEEDP","","PC-76-22","15/08/2025","TANDOOR THE CLAY OVEN",-2529.22,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040610","00045543","SPEEDP","","PC-76-22","15/08/2025","TANDOOR THE CLAY OVEN",-2529.22,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040610","00045061","SPEEDP","","PC-76-22","15/08/2025","TANDOOR THE CLAY OVEN",-3029.79,0.00,"00",0.00,"Y"
"Invoice",6,"TAN002","TANDOOR THE CLAY OVEN","00045792","00045792","DN#20328-PMB","00012206","","21/08/2025","TANDOOR THE CLAY OVEN",2471.81,322.41,"00",0.00,"Y"
"Invoice",6,"TAN002","TANDOOR THE CLAY OVEN","00045793","00045793","DN#20328-EMPTY PMB","00012207","","21/08/2025","TANDOOR THE CLAY OVEN",2415.00,315.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040610","Alloc","SPEEDP","","PC-76-22","15/08/2025","TANDOOR THE CLAY OVEN",497.37,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040610","00041584","SPEEDP","","PC-76-22","15/08/2025","TANDOOR THE CLAY OVEN",-232.11,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040610","00037245","SPEEDP","","PC-76-22","15/08/2025","TANDOOR THE CLAY OVEN",-265.26,0.00,"00",0.00,"Y"
"Invoice",6,"TAN002","TANDOOR THE CLAY OVEN","00045802","00045802","DN#20533","","","21/08/2025","TANDOOR THE CLAY OVEN",2471.81,322.41,"00",0.00,"Y"
"Invoice",6,"TAN002","TANDOOR THE CLAY OVEN","00045803","00045803","DN#20533-EMPTY","","","21/08/2025","TANDOOR THE CLAY OVEN",2415.00,315.00,"00",0.00,"Y"
"Crd Note",6,"TAN002","TANDOOR THE CLAY OVEN","00013280","00045793","DN#20328-EMPTY PMB","","","21/08/2025","TANDOOR THE CLAY OVEN",-2415.00,-315.00,"00",0.00,"Y"
"Crd Note",6,"TAN002","TANDOOR THE CLAY OVEN","00013285","00045803","DN#20533-EMPTY","","","22/08/2025","TANDOOR THE CLAY OVEN",-2415.00,-315.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-15000.00,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",15000.00,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-12423.20,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00044447","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-2576.80,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",12423.20,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-9893.98,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00044672","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-2529.22,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",9893.98,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-204.81,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00042574","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-513.17,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00043465","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-1573.87,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00043701","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-1849.98,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00044198","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-2576.80,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00043762","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-3175.35,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",204.81,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-722.31,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-690.00,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00047421","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",1207.50,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",690.00,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00048351","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-690.00,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",722.31,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-32.31,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00047179","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-690.00,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","Alloc","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",32.31,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00047666","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-0.36,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00047430","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-517.50,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00048351","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",-721.95,0.00,"00",0.00,"Y"
"Payment",6,"TAN002","TANDOOR THE CLAY OVEN","00040718","00048980","SPEEDP","","PC-76-22","23/08/2025","TANDOOR THE CLAY OVEN",1207.50,0.00,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046077","00046077","DN#20570","","","02/09/2025","TANDOOR THE CLAY OVEN",1725.12,225.02,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046078","00046078","DN#20570-EMPTY","","","02/09/2025","TANDOOR THE CLAY OVEN",1897.50,247.50,"00",0.00,"Y"
"Crd Note",7,"TAN002","TANDOOR THE CLAY OVEN","00013366","00046078","DN#20570-EMPTY","","","03/09/2025","TANDOOR THE CLAY OVEN",-1897.50,-247.50,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046191","00046191","DN#20364-PMB","","","06/09/2025","TANDOOR THE CLAY OVEN",2828.41,368.92,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046192","00046192","DN#20364-EMPTY","","","06/09/2025","TANDOOR THE CLAY OVEN",3105.00,405.00,"00",0.00,"Y"
"Crd Note",7,"TAN002","TANDOOR THE CLAY OVEN","00013405","00046192","DN#20364-EMPTY","","","06/09/2025","TANDOOR THE CLAY OVEN",-3105.00,-405.00,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046310","00046310","DN#20240","","","11/09/2025","TANDOOR THE CLAY OVEN",1180.56,153.99,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046311","00046311","DN#20240-EMPTY","","","11/09/2025","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",7,"TAN002","TANDOOR THE CLAY OVEN","00013449","00046311","DN#20240-EMPTY","","","12/09/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046476","00046476","DN#20389","","","18/09/2025","TANDOOR THE CLAY OVEN",1180.56,153.99,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046477","00046477","DN#20389-EMPTY","","","18/09/2025","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",7,"TAN002","TANDOOR THE CLAY OVEN","00013502","00046477","DN#20389-EMPTY","","","18/09/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046498","00046498","DN#20256- PMB","","","19/09/2025","TANDOOR THE CLAY OVEN",2361.11,307.97,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046499","00046499","DN#20256-EMPTY","","","19/09/2025","TANDOOR THE CLAY OVEN",2415.00,315.00,"00",0.00,"Y"
"Crd Note",7,"TAN002","TANDOOR THE CLAY OVEN","00013508","00046499","DN#20256-EMPTY","","","19/09/2025","TANDOOR THE CLAY OVEN",-2415.00,-315.00,"00",0.00,"Y"
"Payment",7,"TAN002","TANDOOR THE CLAY OVEN","00041252","00043994","TRANSF","","STAT 118","18/09/2025","TANDOOR THE CLAY OVEN",-3086.80,0.00,"00",0.00,"Y"
"Payment",7,"TAN002","TANDOOR THE CLAY OVEN","00041252","00045792","TRANSF","","STAT 118","18/09/2025","TANDOOR THE CLAY OVEN",-2471.81,0.00,"00",0.00,"Y"
"Payment",7,"TAN002","TANDOOR THE CLAY OVEN","00041252","00045802","TRANSF","","STAT 118","18/09/2025","TANDOOR THE CLAY OVEN",-2471.81,0.00,"00",0.00,"Y"
"Payment",7,"TAN002","TANDOOR THE CLAY OVEN","00041252","00046077","TRANSF","","STAT 118","18/09/2025","TANDOOR THE CLAY OVEN",-1725.12,0.00,"00",0.00,"Y"
"Payment",7,"TAN002","TANDOOR THE CLAY OVEN","00041252","00046191","TRANSF","","STAT 118","18/09/2025","TANDOOR THE CLAY OVEN",-2828.41,0.00,"00",0.00,"Y"
"Payment",7,"TAN002","TANDOOR THE CLAY OVEN","00041252","00046310","TRANSF","","STAT 118","18/09/2025","TANDOOR THE CLAY OVEN",-1180.56,0.00,"00",0.00,"Y"
"Payment",7,"TAN002","TANDOOR THE CLAY OVEN","00041261","00046476","TRANSF","","STAT 118","20/09/2025","TANDOOR THE CLAY OVEN",-1180.56,0.00,"00",0.00,"Y"
"Payment",7,"TAN002","TANDOOR THE CLAY OVEN","00041261","00046498","TRANSF","","STAT 118","20/09/2025","TANDOOR THE CLAY OVEN",-2361.11,0.00,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046654","00046654","DN#21066- PMB","","","25/09/2025","TANDOOR THE CLAY OVEN",1180.56,153.99,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046655","00046655","DN#21066-EMPTY PMB","","","25/09/2025","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046656","00046656","DN#21067-HILTON","","","25/09/2025","TANDOOR THE CLAY OVEN",1180.56,153.99,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046657","00046657","DN#21067-EMPTY","","","25/09/2025","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",7,"TAN002","TANDOOR THE CLAY OVEN","00013561","00046655","DN#21066-EMPTY PMB","","","29/09/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Crd Note",7,"TAN002","TANDOOR THE CLAY OVEN","00013562","00046656","DN#21067-HILTON","","","29/09/2025","TANDOOR THE CLAY OVEN",-1180.56,-153.99,"00",0.00,"Y"
"Crd Note",7,"TAN002","TANDOOR THE CLAY OVEN","00013563","00046657","DN#21067-EMPTY","","","29/09/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046729","00046729","DN#20280","","","29/09/2025","TANDOOR THE CLAY OVEN",1180.56,153.99,"00",0.00,"Y"
"Invoice",7,"TAN002","TANDOOR THE CLAY OVEN","00046730","00046730","DN#20280-EMPTY","","","29/09/2025","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",7,"TAN002","TANDOOR THE CLAY OVEN","00013571","00046730","DN#20280-EMPTY","","","29/09/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Payment",7,"TAN002","TANDOOR THE CLAY OVEN","00041474","00046654","TRANSF","","STAT 118","30/09/2025","TANDOOR THE CLAY OVEN",-1180.56,0.00,"00",0.00,"Y"
"Payment",7,"TAN002","TANDOOR THE CLAY OVEN","00041474","00046729","TRANSF","","STAT 118","30/09/2025","TANDOOR THE CLAY OVEN",-1180.56,0.00,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00046882","00046882","DN#20293- HILTON","","","04/10/2025","TANDOOR THE CLAY OVEN",1180.56,153.99,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00046883","00046883","DN#20293-EMPTY","","","04/10/2025","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00046968","00046968","DN#20606","","","08/10/2025","TANDOOR THE CLAY OVEN",2828.41,368.92,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00046969","00046969","DN#20606-EMPTY","","","08/10/2025","TANDOOR THE CLAY OVEN",3105.00,405.00,"00",0.00,"Y"
"Crd Note",8,"TAN002","TANDOOR THE CLAY OVEN","00013639","00046883","DN#20293-EMPTY","","","04/10/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00046984","00046984","DN#20706","","","09/10/2025","TANDOOR THE CLAY OVEN",1647.86,214.94,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00046985","00046985","DN#20706-EMPTY","","","09/10/2025","TANDOOR THE CLAY OVEN",1897.50,247.50,"00",0.00,"Y"
"Crd Note",8,"TAN002","TANDOOR THE CLAY OVEN","00013645","00046969","DN#20606-EMPTY","","","09/10/2025","TANDOOR THE CLAY OVEN",-3105.00,-405.00,"00",0.00,"Y"
"Crd Note",8,"TAN002","TANDOOR THE CLAY OVEN","00013653","00046985","DN#20706-EMPTY","","","09/10/2025","TANDOOR THE CLAY OVEN",-1897.50,-247.50,"00",0.00,"Y"
"Payment",8,"TAN002","TANDOOR THE CLAY OVEN","00041629","00046968","SPEEDP","","PC-76-24","13/10/2025","TANDOOR THE CLAY OVEN",-2828.41,0.00,"00",0.00,"Y"
"Payment",8,"TAN002","TANDOOR THE CLAY OVEN","00041629","00046984","SPEEDP","","PC-76-24","13/10/2025","TANDOOR THE CLAY OVEN",-1647.86,0.00,"00",0.00,"Y"
"Payment",8,"TAN002","TANDOOR THE CLAY OVEN","00041630","00046882","SPEEDP","","PC-76-24","13/10/2025","TANDOOR THE CLAY OVEN",-1180.56,0.00,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00047178","00047178","DN#21111- HILTON","","","20/10/2025","TANDOOR THE CLAY OVEN",1647.86,214.94,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00047179","00047179","DN#21111-EMPTY","","","20/10/2025","TANDOOR THE CLAY OVEN",1897.50,247.50,"00",0.00,"Y"
"Crd Note",8,"TAN002","TANDOOR THE CLAY OVEN","00013713","00047179","DN#21111-EMPTY","","","20/10/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00047285","00047285","DN#20754","","","24/10/2025","TANDOOR THE CLAY OVEN",2361.11,307.97,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00047286","00047286","DN#20754-EMPTY","","","24/10/2025","TANDOOR THE CLAY OVEN",2415.00,315.00,"00",0.00,"Y"
"Crd Note",8,"TAN002","TANDOOR THE CLAY OVEN","00013743","00047286","DN#20754-EMPTY","","","24/10/2025","TANDOOR THE CLAY OVEN",-2415.00,-315.00,"00",0.00,"Y"
"Payment",8,"TAN002","TANDOOR THE CLAY OVEN","00041964","00047178","TRANSF","","STAT 119","27/10/2025","TANDOOR THE CLAY OVEN",-1647.86,0.00,"00",0.00,"Y"
"Payment",8,"TAN002","TANDOOR THE CLAY OVEN","00041964","Alloc","TRANSF","","STAT 119","27/10/2025","TANDOOR THE CLAY OVEN",-249.64,0.00,"00",0.00,"Y"
"Payment",8,"TAN002","TANDOOR THE CLAY OVEN","00041964","00047285","TRANSF","","STAT 119","27/10/2025","TANDOOR THE CLAY OVEN",-2361.11,0.00,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00047420","00047420","DN#21133","","","30/10/2025","TANDOOR THE CLAY OVEN",2361.11,307.97,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00047421","00047421","DN#21133-EMPTY","","","30/10/2025","TANDOOR THE CLAY OVEN",2415.00,315.00,"00",0.00,"Y"
"Crd Note",8,"TAN002","TANDOOR THE CLAY OVEN","00013780","00047421","DN#21133-EMPTY","","","30/10/2025","TANDOOR THE CLAY OVEN",-3622.50,-472.50,"00",0.00,"Y"
"Invoice",8,"TAN002","TANDOOR THE CLAY OVEN","00047430","00047430","DN#21133-EMPTY","","","30/10/2025","TANDOOR THE CLAY OVEN",3622.50,472.50,"00",0.00,"Y"
"Crd Note",8,"TAN002","TANDOOR THE CLAY OVEN","00013781","00047430","DN#21133-EMPTY","","","30/10/2025","TANDOOR THE CLAY OVEN",-3105.00,-405.00,"00",0.00,"Y"
"Payment",8,"TAN002","TANDOOR THE CLAY OVEN","00041964","Alloc","TRANSF","","STAT 119","27/10/2025","TANDOOR THE CLAY OVEN",249.64,0.00,"00",0.00,"Y"
"Payment",8,"TAN002","TANDOOR THE CLAY OVEN","00041964","Alloc","TRANSF","","STAT 119","27/10/2025","TANDOOR THE CLAY OVEN",-249.64,0.00,"00",0.00,"Y"
"Payment",8,"TAN002","TANDOOR THE CLAY OVEN","00041964","Alloc","TRANSF","","STAT 119","27/10/2025","TANDOOR THE CLAY OVEN",249.64,0.00,"00",0.00,"Y"
"Payment",8,"TAN002","TANDOOR THE CLAY OVEN","00041964","00048353","TRANSF","","STAT 119","27/10/2025","TANDOOR THE CLAY OVEN",-38.76,0.00,"00",0.00,"Y"
"Payment",8,"TAN002","TANDOOR THE CLAY OVEN","00041964","00048351","TRANSF","","STAT 119","27/10/2025","TANDOOR THE CLAY OVEN",-210.88,0.00,"00",0.00,"Y"
"Invoice",9,"TAN002","TANDOOR THE CLAY OVEN","00047662","00047662","DN#20831-PMB","","","14/11/2025","TANDOOR THE CLAY OVEN",2770.91,361.42,"00",0.00,"Y"
"Invoice",9,"TAN002","TANDOOR THE CLAY OVEN","00047663","00047663","DN#20831-EMPTY","","","14/11/2025","TANDOOR THE CLAY OVEN",3105.00,405.00,"00",0.00,"Y"
"Invoice",9,"TAN002","TANDOOR THE CLAY OVEN","00047666","00047666","DN#20829","","","14/11/2025","TANDOOR THE CLAY OVEN",1614.36,210.57,"00",0.00,"Y"
"Invoice",9,"TAN002","TANDOOR THE CLAY OVEN","00047667","00047667","DN#20829-EMPTY","","","14/11/2025","TANDOOR THE CLAY OVEN",1897.50,247.50,"00",0.00,"Y"
"Crd Note",9,"TAN002","TANDOOR THE CLAY OVEN","00013866","00047667","DN#20829-EMPTY","","","14/11/2025","TANDOOR THE CLAY OVEN",-1897.50,-247.50,"00",0.00,"Y"
"Crd Note",9,"TAN002","TANDOOR THE CLAY OVEN","00013868","00047663","DN#20831-EMPTY","","","14/11/2025","TANDOOR THE CLAY OVEN",-3105.00,-405.00,"00",0.00,"Y"
"Invoice",9,"TAN002","TANDOOR THE CLAY OVEN","00047838","00047838","DN#20853","","","21/11/2025","TANDOOR THE CLAY OVEN",1156.56,150.86,"00",0.00,"Y"
"Invoice",9,"TAN002","TANDOOR THE CLAY OVEN","00047839","00047839","DN#20853-EMPTY","","","21/11/2025","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",9,"TAN002","TANDOOR THE CLAY OVEN","00013926","00047839","DN#20853-EMPTY","","","21/11/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Payment",9,"TAN002","TANDOOR THE CLAY OVEN","00042300","00047420","TRANSF","","STAT 120","18/11/2025","TANDOOR THE CLAY OVEN",-2361.11,0.00,"00",0.00,"Y"
"Payment",9,"TAN002","TANDOOR THE CLAY OVEN","00042300","00047662","TRANSF","","STAT 120","18/11/2025","TANDOOR THE CLAY OVEN",-2770.91,0.00,"00",0.00,"Y"
"Payment",9,"TAN002","TANDOOR THE CLAY OVEN","00042300","00047666","TRANSF","","STAT 120","18/11/2025","TANDOOR THE CLAY OVEN",-1614.00,0.00,"00",0.00,"Y"
"Invoice",9,"TAN002","TANDOOR THE CLAY OVEN","00047887","00047887","DN#21171","","","25/11/2025","TANDOOR THE CLAY OVEN",2313.11,301.71,"00",0.00,"Y"
"Invoice",9,"TAN002","TANDOOR THE CLAY OVEN","00047888","00047888","DN#21171-EMPTY","","","25/11/2025","TANDOOR THE CLAY OVEN",2415.00,315.00,"00",0.00,"Y"
"Crd Note",9,"TAN002","TANDOOR THE CLAY OVEN","00013938","00047888","DN#21171-EMPTY","","","25/11/2025","TANDOOR THE CLAY OVEN",-2415.00,-315.00,"00",0.00,"Y"
"Invoice",9,"TAN002","TANDOOR THE CLAY OVEN","00047941","00047941","DN#21174","","","27/11/2025","TANDOOR THE CLAY OVEN",1156.56,150.86,"00",0.00,"Y"
"Invoice",9,"TAN002","TANDOOR THE CLAY OVEN","00047942","00047942","DN#21174-EMPTY","","","27/11/2025","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",9,"TAN002","TANDOOR THE CLAY OVEN","00013953","00047942","DN#21174-EMPTY","","","27/11/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Payment",9,"TAN002","TANDOOR THE CLAY OVEN","00042421","00047838","TRANSF","","STAT 120","26/11/2025","TANDOOR THE CLAY OVEN",-1156.56,0.00,"00",0.00,"Y"
"Payment",9,"TAN002","TANDOOR THE CLAY OVEN","00042421","00047887","TRANSF","","STAT 120","26/11/2025","TANDOOR THE CLAY OVEN",-2313.11,0.00,"00",0.00,"Y"
"Invoice",10,"TAN002","TANDOOR THE CLAY OVEN","00048130","00048130","DN#21401","","","06/12/2025","TANDOOR THE CLAY OVEN",1156.56,150.86,"00",0.00,"Y"
"Invoice",10,"TAN002","TANDOOR THE CLAY OVEN","00048131","00048131","DN#21401-EMPTY","","","06/12/2025","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",10,"TAN002","TANDOOR THE CLAY OVEN","00014023","00048131","DN#21401-EMPTY","","","08/12/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Payment",10,"TAN002","TANDOOR THE CLAY OVEN","00042543","00047941","TRANSF","","STAT 121","08/12/2025","TANDOOR THE CLAY OVEN",-1156.56,0.00,"00",0.00,"Y"
"Payment",10,"TAN002","TANDOOR THE CLAY OVEN","00042543","00048130","TRANSF","","STAT 121","08/12/2025","TANDOOR THE CLAY OVEN",-1156.56,0.00,"00",0.00,"Y"
"Invoice",10,"TAN002","TANDOOR THE CLAY OVEN","00048185","00048185","DN#21704","","","10/12/2025","TANDOOR THE CLAY OVEN",1162.63,151.65,"00",0.00,"Y"
"Invoice",10,"TAN002","TANDOOR THE CLAY OVEN","00048186","00048186","DN#21704-EMPTY","","","10/12/2025","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",10,"TAN002","TANDOOR THE CLAY OVEN","00014063","00048186","DN#21704-EMPTY","","","12/12/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Payment",10,"TAN002","TANDOOR THE CLAY OVEN","00042611","00048185","TRANSF","","STAT 121","13/12/2025","TANDOOR THE CLAY OVEN",-1162.63,0.00,"00",0.00,"Y"
"Invoice",10,"TAN002","TANDOOR THE CLAY OVEN","00048351","00048351","DN#21714","","","18/12/2025","TANDOOR THE CLAY OVEN",1622.83,211.67,"00",0.00,"Y"
"Invoice",10,"TAN002","TANDOOR THE CLAY OVEN","00048352","00048352","DN#21714-EMPTY","","","18/12/2025","TANDOOR THE CLAY OVEN",1897.50,247.50,"00",0.00,"Y"
"Invoice",10,"TAN002","TANDOOR THE CLAY OVEN","00048353","00048353","DN#21713","","","18/12/2025","TANDOOR THE CLAY OVEN",2325.25,303.29,"00",0.00,"Y"
"Invoice",10,"TAN002","TANDOOR THE CLAY OVEN","00048354","00048354","DN#21713-EMPTY","","","18/12/2025","TANDOOR THE CLAY OVEN",2415.00,315.00,"00",0.00,"Y"
